1: 802.607788, 1278.658447, 408.127838, 17620
1: 830.580872, 1278.744629, 408.127838, 17721
1: 860.688843, 1279.434204, 408.127838, 17820
1: 891.912231, 1280.940796, 408.127838, 17919
1: 914.614807, 1260.920898, 408.127838, 18018
1: 928.024658, 1230.102173, 408.127838, 18123
1: 930.589722, 1197.804932, 408.127838, 18222
1: 927.809448, 1167.140381, 408.127838, 18321
1: 924.728027, 1170.555298, 408.125000, 18420
1: 922.567383, 1158.413086, 412.433197, 18519
1: 921.171326, 1131.190430, 426.044617, 18620
1: 920.251526, 1102.835205, 440.222290, 18722
1: 919.691284, 1074.461914, 454.408905, 18822
1: 919.307129, 1046.093140, 468.593231, 18922
1: 918.976013, 1016.917114, 481.784485, 19022
1: 919.282898, 985.137085, 487.984497, 19122
1: 921.790405, 953.703491, 486.184509, 19222
1: 936.958496, 928.385132, 476.384522, 19324
1: 951.273682, 906.134460, 472.125000, 19415
1: 953.632385, 875.190125, 472.125000, 19515
1: 945.253113, 843.095093, 472.125000, 19615
1: 938.998901, 815.445129, 472.125000, 19715
1: 928.355774, 785.632690, 472.125000, 19815
1: 929.388977, 755.071228, 472.125000, 19915
1: 940.674988, 726.302612, 472.125000, 20019
1: 944.862000, 693.633728, 472.125000, 20122
1: 941.170898, 661.105957, 472.125000, 20222
1: 929.340149, 633.945801, 472.125000, 20322
1: 918.274231, 636.859558, 472.125000, 20422
1: 903.005005, 656.677490, 472.125000, 20522
1: 875.282898, 666.226501, 472.125000, 20622
1: 848.223022, 663.833984, 472.125000, 20722
1: 824.359375, 657.000366, 472.125000, 20821
1: 799.797791, 641.791809, 472.125000, 20922
1: 780.374756, 648.355652, 472.125000, 21022
1: 767.291199, 672.909912, 472.125000, 21122
1: 760.826416, 703.858521, 472.125000, 21222
1: 761.088867, 736.330750, 472.125000, 21319
1: 775.064209, 736.330750, 472.125000, 21420
1: 773.660400, 736.330750, 472.125000, 21522
1: 759.765137, 736.330750, 472.125000, 21621
1: 765.724609, 736.330750, 472.125000, 21722
1: 781.917725, 736.330750, 472.125000, 21822
1: 771.769043, 737.366028, 472.125000, 21922
1: 742.163269, 738.636536, 472.125000, 22022
1: 710.867371, 736.589722, 472.125000, 22122
1: 680.977295, 731.302063, 472.125000, 22222
1: 653.714783, 723.259460, 472.125000, 22321
1: 621.476257, 719.595764, 472.125000, 22421
1: 589.506470, 719.757263, 472.125000, 22522
1: 557.767700, 722.019287, 472.125000, 22622
1: 526.190369, 725.512451, 472.125000, 22722
1: 494.714417, 729.720154, 472.125000, 22822
1: 463.300201, 734.326599, 472.125000, 22922
1: 431.923065, 739.170288, 472.125000, 23022
1: 400.568451, 744.153748, 472.125000, 23122
1: 369.219116, 749.170044, 472.125000, 23222
1: 337.986389, 754.117188, 476.125000, 23322
1: 319.471375, 757.022217, 476.125000, 23422
1: 316.757721, 766.813843, 476.125000, 23522
1: 321.630219, 778.023315, 476.125000, 23615
1: 329.442596, 787.475159, 476.125000, 23719
1: 338.792816, 795.347290, 476.125000, 23822
1: 346.615082, 800.393616, 476.125000, 23922
1: 356.432861, 802.586914, 475.125000, 24022
1: 365.877960, 804.570374, 472.128571, 24122
1: 372.524261, 806.648193, 472.128571, 24222
1: 378.720673, 810.045715, 471.128571, 24319
1: 383.280212, 812.594116, 463.128571, 24422
1: 385.915192, 814.178284, 447.128571, 24522
1: 387.321564, 815.063416, 423.128571, 24616
1: 387.889465, 815.472412, 391.128571, 24719
1: 387.689667, 815.501892, 351.128571, 24819
1: 386.844269, 815.225647, 303.128571, 24922
1: 385.507416, 814.772705, 264.253326, 25022
1: 390.763855, 843.016418, 250.131500, 25122
1: 398.922211, 867.063904, 238.107758, 25222
1: 408.977356, 888.446777, 227.416382, 25322
1: 426.899933, 909.813293, 216.125000, 25422
1: 455.584869, 922.906616, 216.125000, 25522
1: 480.809845, 945.034912, 216.125000, 25622
1: 512.531677, 958.839539, 216.125000, 25722
1: 543.707031, 961.693604, 216.125000, 25824
1: 570.260925, 952.721314, 216.125000, 25915
1: 602.596863, 948.179504, 216.125000, 26016
1: 634.684753, 948.182190, 216.125000, 26119
1: 666.201782, 951.011047, 216.125000, 26218
1: 697.393860, 955.870300, 216.125000, 26317
1: 727.298401, 962.062866, 216.125000, 26416
1: 752.866272, 968.693848, 216.125000, 26515
1: 775.551941, 976.300964, 216.125000, 26616
1: 774.175964, 967.030762, 216.125000, 26715
1: 786.267151, 965.195435, 229.981293, 26814
1: 815.181763, 972.620667, 234.556122, 26913
1: 846.272156, 975.622070, 232.125000, 27015
1: 877.731079, 983.639099, 232.125000, 27116
1: 907.446228, 991.221619, 228.125000, 27215
1: 934.646179, 997.402771, 216.125000, 27317
1: 952.515442, 978.263367, 216.131271, 27416
1: 956.659485, 945.400879, 216.131271, 27515
1: 951.366211, 915.454468, 216.131271, 27616
1: 946.765991, 898.148315, 216.131271, 27715
1: 943.403626, 869.347351, 216.131271, 27816
1: 941.236938, 837.644653, 216.131271, 27916
1: 939.869934, 805.916626, 216.131271, 28019
1: 939.407715, 774.176270, 216.131271, 28118
1: 939.293701, 742.428101, 216.131271, 28224
1: 939.239990, 710.680054, 216.131271, 28316
1: 939.239990, 678.930481, 216.131271, 28415
1: 936.289612, 664.609009, 216.131271, 28519
1: 934.148315, 656.619141, 216.131271, 28615
1: 933.348450, 648.604614, 216.131271, 28724
1: 933.174927, 640.593262, 216.131271, 28815
1: 933.289490, 632.591858, 216.131271, 28916
1: 933.539795, 624.595337, 216.131271, 29016
1: 933.858521, 616.601624, 216.131271, 29115
1: 934.177490, 608.607971, 216.131271, 29222
1: 934.497986, 600.614319, 216.131271, 29324
1: 934.822327, 592.620789, 216.131271, 29416
1: 934.914185, 594.119751, 216.131271, 29516
1: 934.932190, 599.619751, 216.131271, 29620
1: 934.911316, 607.119690, 216.131271, 29724
1: 934.906738, 615.119690, 216.131271, 29820
1: 934.911133, 623.119690, 216.131271, 29924
1: 934.907471, 631.119690, 216.131271, 30020
1: 934.899780, 639.119690, 216.131271, 30119
1: 934.901001, 647.119690, 216.131271, 30224
1: 934.887085, 655.119690, 216.131271, 30316
1: 934.877930, 663.119690, 216.131271, 30420
1: 934.859070, 671.119690, 216.131271, 30524
1: 934.853272, 679.119690, 216.131271, 30624
1: 934.851196, 687.119690, 216.131271, 30720
1: 934.842835, 695.119690, 216.131271, 30824
1: 934.830200, 703.119690, 216.131271, 30916
1: 934.830017, 711.119690, 216.131271, 31020
1: 934.815125, 719.119690, 216.131271, 31115
1: 934.805298, 727.119690, 216.131271, 31220
1: 934.800171, 735.119690, 216.131271, 31324
1: 934.797485, 743.119690, 216.131271, 31416
1: 934.795105, 751.119690, 216.131271, 31524
1: 934.787598, 759.119690, 216.131271, 31620
1: 934.791626, 767.119690, 216.131271, 31724
1: 934.779663, 775.119690, 216.131271, 31816
1: 934.781616, 783.119690, 216.131271, 31920
1: 934.782532, 791.119690, 216.131271, 32024
1: 934.784485, 799.119690, 216.131271, 32115
1: 934.775513, 807.119690, 216.131271, 32216
1: 934.772095, 815.119690, 216.131271, 32320
1: 934.779236, 823.119690, 216.131271, 32424
1: 934.790222, 831.119690, 216.131271, 32516
1: 934.800415, 839.119690, 216.131271, 32620
1: 934.808044, 847.119690, 216.131271, 32716
1: 934.820068, 855.119690, 216.131271, 32820
1: 934.824341, 863.119690, 216.131271, 32920
1: 934.829590, 871.119690, 216.131271, 33019
1: 934.850830, 879.119690, 216.131271, 33118
1: 934.859863, 887.119690, 216.131271, 33219
1: 934.885193, 895.119751, 216.131271, 33324
1: 934.913330, 903.119812, 216.131271, 33423
1: 934.933594, 911.119812, 216.131271, 33522
1: 931.689880, 930.628357, 216.131271, 33616
1: 926.901001, 954.986511, 216.131271, 33715
1: 921.375855, 980.992615, 216.131271, 33816
1: 915.157288, 1008.264160, 216.131271, 33915
1: 908.232117, 1036.147217, 216.131271, 34016
1: 886.439758, 1045.602539, 216.131271, 34115
1: 864.391357, 1028.724609, 224.125000, 34216
1: 847.685852, 1012.331421, 232.125000, 34315
1: 817.381836, 1007.806091, 232.125000, 34414
1: 786.994934, 1017.261047, 232.125000, 34513
1: 758.294983, 1028.561035, 228.125000, 34614
1: 731.957764, 1039.432861, 216.125000, 34715
1: 701.651978, 1050.151855, 216.130936, 34816
1: 672.974426, 1059.011719, 216.130936, 34915
1: 643.224792, 1067.286011, 216.130936, 35016
1: 613.582092, 1074.965332, 216.130936, 35115
1: 585.677063, 1081.801880, 216.130936, 35216
1: 562.078003, 1087.161987, 216.130936, 35315
1: 533.664612, 1089.865601, 216.130936, 35419
1: 508.236847, 1096.115356, 216.130936, 35522
1: 499.285065, 1117.939209, 216.130936, 35622
1: 517.285400, 1137.972534, 216.130936, 35722
1: 527.779236, 1169.089966, 216.130936, 35823
1: 513.709961, 1191.895386, 216.130936, 35924
1: 501.560944, 1221.925537, 216.130936, 36023
1: 500.636902, 1253.831055, 216.130936, 36122
1: 480.232605, 1275.979614, 216.130936, 36221
1: 461.502991, 1290.916382, 216.130936, 36322
1: 449.586700, 1318.105347, 245.590042, 36422
1: 444.292480, 1349.438843, 250.884277, 36524
1: 442.244202, 1381.493286, 252.932556, 36615
1: 443.076782, 1412.851196, 250.232544, 36720
1: 444.832794, 1441.690430, 239.532532, 36824
1: 446.830078, 1467.573364, 220.832520, 36916
1: 450.621399, 1494.252930, 216.125000, 37020
1: 459.447449, 1521.455200, 216.125000, 37115
1: 473.710785, 1550.177856, 216.125000, 37220
1: 492.021149, 1575.809692, 216.125000, 37316
1: 510.404694, 1601.102783, 216.125000, 37420
1: 521.734436, 1631.957886, 216.125000, 37524
1: 506.504395, 1655.269165, 216.125000, 37618
1: 475.701141, 1669.281738, 216.125000, 37722
1: 446.050568, 1675.760254, 216.125000, 37822
1: 425.096191, 1678.075562, 216.125000, 37919
1: 410.493958, 1678.021973, 216.125000, 38020
1: 385.115723, 1668.615356, 216.125000, 38119
1: 363.309052, 1657.647827, 216.125000, 38218
1: 332.137756, 1654.785034, 216.125000, 38317
1: 303.792725, 1660.585693, 224.125000, 38419
1: 277.566406, 1670.909058, 240.125000, 38518
1: 247.845398, 1668.806030, 256.125000, 38623
1: 219.890915, 1660.460083, 272.125000, 38723
1: 187.603897, 1659.315552, 280.125000, 38813
1: 157.641769, 1664.340576, 280.125000, 38913
1: 125.880913, 1667.977783, 280.125000, 39013
1: 94.500694, 1665.968384, 280.125000, 39123
1: 65.732071, 1654.623291, 280.125000, 39213
1: 40.092567, 1636.584595, 280.125000, 39315
1: 21.300922, 1619.760986, 280.125000, 39415
1: 4.497993, 1599.133789, 280.125000, 39518
1: -11.083397, 1573.234131, 280.125000, 39618
1: -15.052296, 1545.523438, 280.125000, 39719
1: -20.773773, 1526.563110, 280.125000, 39818
1: -30.937752, 1512.841797, 280.125000, 39918
1: -39.947788, 1504.626343, 280.125000, 40017
1: -50.089058, 1512.545410, 280.125000, 40123
1: -57.604729, 1525.059204, 280.125000, 40215
1: -62.292786, 1536.822144, 280.125000, 40314
1: -65.013908, 1546.354980, 280.125000, 40413
1: -67.395760, 1554.377441, 303.125000, 40513
1: -69.795754, 1561.877441, 318.125000, 40620
1: -72.195747, 1569.377441, 325.125000, 40721
1: -74.595741, 1576.877441, 324.125000, 40816
1: -76.995735, 1584.377441, 315.125000, 40919
1: -79.395729, 1591.877441, 298.125000, 41018
1: -81.795723, 1599.377441, 280.125000, 41119
1: -89.145355, 1587.407227, 280.125000, 41220
1: -100.834816, 1559.362793, 280.125000, 41320
1: -111.741707, 1530.878296, 280.125000, 41419
1: -120.227791, 1507.407837, 280.125000, 41520
1: -128.282410, 1482.722290, 280.125000, 41619
1: -132.849258, 1456.558350, 280.125000, 41724
1: -120.221024, 1437.045654, 280.125000, 41816
1: -101.645073, 1427.122559, 280.125000, 41916
1: -87.126778, 1423.582275, 280.125000, 42020
1: -99.533524, 1421.612671, 280.125000, 42122
1: -104.564598, 1412.513794, 280.125000, 42216
1: -96.854095, 1398.292114, 280.125000, 42320
1: -88.740006, 1387.883179, 280.125000, 42424
1: -81.073540, 1364.769409, 280.125000, 42523
1: -74.675697, 1334.104858, 280.125000, 42617
1: -69.557541, 1302.865356, 280.125000, 42718
1: -65.213631, 1271.403809, 280.125000, 42817
1: -61.499130, 1240.502197, 280.125000, 42917
1: -58.264137, 1210.183228, 280.125000, 43017
1: -55.274052, 1179.334961, 280.125000, 43116
1: -52.523315, 1148.210938, 280.125000, 43216
1: -50.348312, 1117.792114, 280.125000, 43316
1: -46.839130, 1086.803711, 280.125000, 43415
1: -42.154308, 1055.890259, 280.125000, 43516
1: -39.249310, 1037.515259, 280.125000, 43615
1: -37.814308, 1028.520264, 280.125000, 43715
1: -37.340088, 1025.582275, 280.125000, 43814
1: -23.223383, 1039.308716, 280.125000, 43917
1: -15.128983, 1032.977051, 280.125000, 44017
1: -15.138151, 1009.284485, 280.125000, 44120
1: -15.125018, 981.063904, 280.125000, 44222
1: -15.128496, 983.689819, 280.125000, 44315
1: -15.128769, 1008.878357, 280.125000, 44415
1: -15.125034, 1006.559326, 280.125000, 44514
1: -15.126390, 982.243896, 280.125000, 44614
1: -15.125018, 955.535095, 280.125000, 44713
1: -15.087996, 928.321960, 280.125000, 44815
1: -0.493022, 925.577393, 288.125000, 44919
1: 28.615505, 919.035950, 296.125000, 45016
1: 54.855873, 916.518555, 296.125000, 45119
1: 73.548676, 937.009827, 304.125000, 45218
1: 69.313728, 964.572205, 320.125000, 45319
1: 60.926876, 987.289063, 328.125000, 45420
1: 61.036118, 1019.177124, 344.125000, 45519
1: 53.032860, 1042.636108, 360.125000, 45622
1: 43.811699, 1065.173950, 368.125000, 45724
1: 44.299400, 1096.084961, 384.125000, 45823
1: 56.449589, 1127.407105, 400.125000, 45922
1: 78.018005, 1146.618530, 408.125000, 46022
1: 90.302712, 1173.579590, 408.125000, 46124
1: 98.909050, 1203.426758, 408.125000, 46215
1: 105.431366, 1229.890869, 408.125000, 46319
1: 110.717072, 1255.844849, 408.125000, 46421
1: 114.663284, 1280.394775, 408.125000, 46520
1: 137.592133, 1295.600220, 408.125000, 46619
1: 160.884140, 1284.028076, 416.125000, 46720
1: 171.209991, 1255.324707, 424.125000, 46819
1: 173.034027, 1257.427979, 424.125000, 46918
1: 169.928589, 1283.683472, 424.125000, 47019
1: 166.104721, 1309.494751, 424.125000, 47120
1: 160.348404, 1340.094360, 424.125000, 47219
1: 146.904648, 1359.432861, 442.601288, 47318
1: 130.261292, 1354.543579, 437.477448, 47417
1: 115.059280, 1347.158081, 425.377472, 47516
1: 100.195923, 1337.341309, 408.125000, 47619
1: 91.340927, 1331.146240, 408.125000, 47720
1: 87.744598, 1328.622314, 408.125000, 47821
1: 87.744598, 1328.622314, 408.125000, 47922
1: 87.744598, 1328.622314, 408.125000, 48021
1: 87.744598, 1328.622314, 408.125000, 48122
1: 87.744598, 1328.622314, 408.125000, 48222
1: 87.744598, 1328.622314, 408.125000, 48322
1: 87.744598, 1328.622314, 408.125000, 48422
1: 87.744598, 1328.622314, 408.125000, 48524
1: 87.744598, 1328.622314, 408.125000, 48619
1: 87.744598, 1328.622314, 408.125000, 48720
1: 87.744598, 1328.622314, 408.125000, 48824
1: 87.744598, 1328.622314, 408.125000, 48919
1: 87.744598, 1328.622314, 408.125000, 49016
1: 87.744598, 1328.622314, 408.125000, 49119
1: 87.744598, 1328.622314, 408.125000, 49224
1: 87.744598, 1328.622314, 408.125000, 49319
1: 87.744598, 1328.622314, 408.125000, 49424
1: 87.744598, 1328.622314, 408.125000, 49516
1: 87.744598, 1328.622314, 408.125000, 49617
1: 87.744598, 1328.622314, 408.125000, 49724
1: 87.744598, 1328.622314, 408.125000, 49815
1: 81.160995, 1348.782715, 408.125000, 49915
1: 71.584999, 1378.125977, 408.125000, 50019
1: 65.915001, 1395.485962, 408.125000, 50118
1: 63.053883, 1404.205444, 408.125000, 50217
1: 60.843906, 1411.700928, 408.125000, 50317
1: 58.683693, 1419.207642, 408.125000, 50417
1: 56.521259, 1426.713623, 408.125000, 50519
1: 54.956608, 1431.963257, 404.125000, 50620
1: 54.159313, 1434.480713, 392.125000, 50722
1: 53.903648, 1435.166138, 372.125000, 50821
1: 53.985859, 1434.602783, 344.125000, 50921
1: 54.366295, 1433.108032, 308.125000, 51021
1: 54.917957, 1430.959961, 280.125000, 51122
1: 38.842426, 1443.776733, 280.125000, 51222
1: 19.024677, 1459.540772, 280.125000, 51322
1: -11.046069, 1472.402832, 280.125000, 51422
1: -39.679577, 1479.934082, 280.125000, 51524
